ID_Paquete,Cliente,Ciudad_Destino,Peso_kg,Volumen_m3,Deposito_Origen,Ruta,Km_Total,Num_Paradas
821,Che Reig Dávila,Villavicencio,23.91,2.3,Bogota,Bogota -> Villavicencio,123.0,1
822,Nicolasa Guillen Roldán,Armenia,43.77,0.11,Ibague,Ibague -> Armenia,5.4,1
823,Lorenzo Esteve Escribano,Ibagué,79.64,0.75,,NO EXISTE EN GRAFO,,0
824,Pepito del Casanova,Armenia,74.88,0.22,Ibague,Ibague -> Armenia,5.4,1
825,Manuelita Santos Escolano,Barranquilla,61.49,2.59,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
826,Miguel Ángel Leal Navarrete,Ibagué,33.18,0.7,,NO EXISTE EN GRAFO,,0
827,Pánfilo Perera Gil,Ibagué,59.78,0.9,,NO EXISTE EN GRAFO,,0
828,Edgardo Peñas Moll,Medellín,16.61,2.31,,NO EXISTE EN GRAFO,,0
829,Luis Ángel Pera,Cali,32.84,0.58,Bogota,Bogota -> Cali,458.0,1
830,Rosa María Rosell,Tunja,7.94,0.16,Bogota,Bogota -> Tunja,139.0,1
831,Constanza Tejada Jara,Santa Marta,37.99,0.97,,NO EXISTE EN GRAFO,,0
832,Ana Belén Llanos Corominas,Villavicencio,4.25,1.35,Bogota,Bogota -> Villavicencio,123.0,1
833,Quirino Duarte Cabeza,Armenia,50.09,1.37,Ibague,Ibague -> Armenia,5.4,1
834,Encarnita Cámara Macías,Cali,13.04,2.71,Bogota,Bogota -> Cali,458.0,1
835,Marcial Nadal Río,Pasto,63.4,0.59,Bogota,Bogota -> Cali -> Pasto,844.0,2
836,Ariel Tovar,Santa Marta,12.14,0.52,,NO EXISTE EN GRAFO,,0
837,Quirino Tormo Rivera,Cali,10.7,1.57,Bogota,Bogota -> Cali,458.0,1
838,Natividad del Izaguirre,Pereira,50.98,1.61,Pereira,Pereira,0.0,0
839,Sol Flor,Ibagué,47.5,1.11,,NO EXISTE EN GRAFO,,0
840,Segismundo Falcón Merino,Santa Marta,37.79,1.78,,NO EXISTE EN GRAFO,,0
841,Ale Marín Vall,Cali,67.53,0.25,Bogota,Bogota -> Cali,458.0,1
842,Sofía Mendizábal,Medellín,26.27,0.75,,NO EXISTE EN GRAFO,,0
843,Anastasio de Soriano,Pasto,57.63,2.94,Bogota,Bogota -> Cali -> Pasto,844.0,2
844,Isidora Zabaleta Ramis,Santa Marta,74.82,2.8,,NO EXISTE EN GRAFO,,0
845,Rosalinda Pont Yáñez,Pasto,20.67,0.71,Bogota,Bogota -> Cali -> Pasto,844.0,2
846,Iris Atienza Barroso,Pereira,68.43,1.87,Pereira,Pereira,0.0,0
847,Susana Blazquez Fernandez,Bogotá,75.14,1.13,,NO EXISTE EN GRAFO,,0
848,Raúl Santos,Bogotá,54.16,2.29,,NO EXISTE EN GRAFO,,0
849,Aarón Cano Lladó,Manizales,79.28,1.94,Ibague,Ibague -> Manizales,163.0,1
850,Ramona Torrecilla Calvet,Barranquilla,18.71,0.03,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
851,María Luisa Borrás Hervia,Pereira,17.27,2.33,Pereira,Pereira,0.0,0
852,Manuela del Moya,Pereira,72.59,0.05,Pereira,Pereira,0.0,0
853,Guiomar Torrents,Tunja,2.41,1.31,Bogota,Bogota -> Tunja,139.0,1
854,Cristian Montserrat Ribera,Armenia,54.34,0.63,Ibague,Ibague -> Armenia,5.4,1
855,Olimpia Almansa Moraleda,Bogotá,14.54,1.38,,NO EXISTE EN GRAFO,,0
856,Heliodoro Polo Neira,Santa Marta,78.64,1.43,,NO EXISTE EN GRAFO,,0
857,Violeta Casandra Alberdi Chico,Pereira,41.81,2.84,Pereira,Pereira,0.0,0
858,Inmaculada Pinedo Báez,Neiva,13.26,2.75,Ibague,Ibague -> Neiva,211.0,1
859,Ciríaco del Aliaga,Medellín,45.98,1.53,,NO EXISTE EN GRAFO,,0
860,Tadeo Canals,Cali,2.57,2.66,Bogota,Bogota -> Cali,458.0,1
861,Inés de Peña,Bucaramanga,7.0,2.25,Bucaramanga,Bucaramanga,0.0,0
862,Javiera Campillo Losada,Neiva,22.32,1.55,Ibague,Ibague -> Neiva,211.0,1
863,Susanita de Cerdán,Bucaramanga,16.47,2.53,Bucaramanga,Bucaramanga,0.0,0
864,Elba Sans Porta,Pereira,28.58,1.67,Pereira,Pereira,0.0,0
865,Bonifacio Barrena,Bogotá,4.75,0.43,,NO EXISTE EN GRAFO,,0
866,Mamen Barros,Neiva,67.53,1.97,Ibague,Ibague -> Neiva,211.0,1
867,Eugenio Noriega Pont,Barranquilla,4.29,0.31,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
868,Prudencio Carrasco Olivé,Bogotá,41.58,2.14,,NO EXISTE EN GRAFO,,0
869,Ainara Pineda Jimenez,Cartagena,60.54,2.69,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
870,Estrella Flavia Batlle Larrañaga,Bogotá,73.77,2.89,,NO EXISTE EN GRAFO,,0
871,Rafa Palma Arnau,Armenia,45.18,0.28,Ibague,Ibague -> Armenia,5.4,1
872,Genoveva Barceló,Tunja,68.38,0.4,Bogota,Bogota -> Tunja,139.0,1
873,Pancho Palomo Quintero,Armenia,1.58,2.33,Ibague,Ibague -> Armenia,5.4,1
874,Quirino Laguna Valenzuela,Medellín,24.63,2.73,,NO EXISTE EN GRAFO,,0
875,Jimena Clemente Hernández,Pasto,75.72,2.95,Bogota,Bogota -> Cali -> Pasto,844.0,2
876,Nydia Ferrando Cabanillas,Pasto,51.66,1.24,Bogota,Bogota -> Cali -> Pasto,844.0,2
877,Luciana Sonia Roman Hervás,Cartagena,38.03,1.49,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
878,Baltasar Amat Ferrández,Bogotá,37.43,1.2,,NO EXISTE EN GRAFO,,0
879,Felix Calleja Lerma,Tunja,40.79,1.93,Bogota,Bogota -> Tunja,139.0,1
880,Eusebia María Del Carmen Vilanova Ballester,Bogotá,43.6,1.56,,NO EXISTE EN GRAFO,,0
881,Tania del Quintana,Armenia,34.95,2.93,Ibague,Ibague -> Armenia,5.4,1
882,Ulises Benavent Feijoo,Ibagué,75.99,2.55,,NO EXISTE EN GRAFO,,0
883,Alberto Yáñez Amigó,Bucaramanga,1.01,1.11,Bucaramanga,Bucaramanga,0.0,0
884,Herberto Duran Ros,Bucaramanga,3.86,0.88,Bucaramanga,Bucaramanga,0.0,0
885,Ángeles Casanovas Salmerón,Pasto,11.39,0.25,Bogota,Bogota -> Cali -> Pasto,844.0,2
886,Jessica Pinilla Crespi,Santa Marta,54.77,1.62,,NO EXISTE EN GRAFO,,0
887,Maximiano del Andreu,Barranquilla,37.02,1.69,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
888,Juan Luis Huerta Amorós,Bogotá,20.79,2.42,,NO EXISTE EN GRAFO,,0
889,Mateo del Barreda,Barranquilla,31.4,1.84,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
890,Arcelia Pombo Barberá,Bucaramanga,51.89,0.91,Bucaramanga,Bucaramanga,0.0,0
891,Juanito Alba-Peña,Armenia,15.47,2.2,Ibague,Ibague -> Armenia,5.4,1
892,Reyes Vall Mármol,Pereira,21.34,1.76,Pereira,Pereira,0.0,0
893,Alcides Nogués-Granados,Neiva,27.91,2.41,Ibague,Ibague -> Neiva,211.0,1
894,Leandra Tomás-Jimenez,Tunja,45.66,2.85,Bogota,Bogota -> Tunja,139.0,1
895,Tatiana de Palmer,Santa Marta,8.14,1.55,,NO EXISTE EN GRAFO,,0
896,Aurelia Moll Montero,Ibagué,60.61,0.33,,NO EXISTE EN GRAFO,,0
897,Cándido de Pons,Bucaramanga,22.13,0.8,Bucaramanga,Bucaramanga,0.0,0
898,Reina Aroca,Manizales,44.43,2.56,Ibague,Ibague -> Manizales,163.0,1
899,Felicia Loida Alsina Lluch,Cali,48.6,0.12,Bogota,Bogota -> Cali,458.0,1
900,Azeneth Fajardo Espejo,Pasto,59.35,2.27,Bogota,Bogota -> Cali -> Pasto,844.0,2
901,Irma Juanita Bosch Planas,Villavicencio,40.69,1.79,Bogota,Bogota -> Villavicencio,123.0,1
902,Cecilia Agustín Pujol,Neiva,30.75,1.36,Ibague,Ibague -> Neiva,211.0,1
903,Teresita América Toledo Cáceres,Pereira,43.3,1.65,Pereira,Pereira,0.0,0
904,Ariadna Carreño Sabater,Barranquilla,72.76,2.82,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
905,Evaristo Ibáñez,Ibagué,35.51,1.65,,NO EXISTE EN GRAFO,,0
906,Juan Manuel Ferrán Montenegro,Cali,23.1,2.65,Bogota,Bogota -> Cali,458.0,1
907,Aureliano Cózar Valderrama,Cartagena,62.25,1.33,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
908,Lucía Bermudez Mariscal,Ibagué,22.62,2.5,,NO EXISTE EN GRAFO,,0
909,Marino Carnero Lopez,Manizales,45.36,1.06,Ibague,Ibague -> Manizales,163.0,1
910,Angelita Criado Puente,Villavicencio,46.26,2.42,Bogota,Bogota -> Villavicencio,123.0,1
911,Aristides Acevedo Castells,Armenia,41.83,1.89,Ibague,Ibague -> Armenia,5.4,1
912,Pío Mora,Bucaramanga,59.08,2.45,Bucaramanga,Bucaramanga,0.0,0
913,Cándida Iglesias Fuentes,Medellín,60.98,2.33,,NO EXISTE EN GRAFO,,0
914,Leonor Bárbara Abril Orozco,Cartagena,31.67,2.6,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
915,Maxi Tamayo,Medellín,38.77,1.53,,NO EXISTE EN GRAFO,,0
916,Claudia Cobo Ortega,Neiva,49.12,1.64,Ibague,Ibague -> Neiva,211.0,1
917,Francisca Cano Ponce,Ibagué,28.18,0.31,,NO EXISTE EN GRAFO,,0
918,Alba Carranza Galván,Neiva,37.89,0.9,Ibague,Ibague -> Neiva,211.0,1
919,Maristela Domingo,Pereira,20.23,0.6,Pereira,Pereira,0.0,0
920,Modesta Santiago Vicens,Neiva,79.78,1.2,Ibague,Ibague -> Neiva,211.0,1
921,Guadalupe Dueñas Somoza,Santa Marta,17.01,2.82,,NO EXISTE EN GRAFO,,0
922,Gilberto Gallego,Barranquilla,65.2,1.44,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
923,Eliana del Ribas,Pereira,42.65,0.49,Pereira,Pereira,0.0,0
924,Calisto Poza Almeida,Barranquilla,38.94,1.15,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
925,Efraín Valenciano Requena,Neiva,57.57,1.71,Ibague,Ibague -> Neiva,211.0,1
926,Antonia Cervantes Baró,Bogotá,59.39,0.68,,NO EXISTE EN GRAFO,,0
927,Delia Maza,Cali,13.09,0.09,Bogota,Bogota -> Cali,458.0,1
928,Amado Norberto Azcona Lloret,Manizales,26.9,0.89,Ibague,Ibague -> Manizales,163.0,1
929,Paula Puig Barón,Bogotá,66.82,0.24,,NO EXISTE EN GRAFO,,0
930,Juan Pablo Múgica Perelló,Ibagué,73.83,1.8,,NO EXISTE EN GRAFO,,0
931,Teófila Lobato,Barranquilla,15.67,1.97,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
932,Raimundo Sebastián Feliu,Cartagena,69.4,2.7,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
933,Cristian Figueras Prada,Pasto,11.15,2.84,Bogota,Bogota -> Cali -> Pasto,844.0,2
934,Cloe Muñoz Vila,Villavicencio,54.46,1.77,Bogota,Bogota -> Villavicencio,123.0,1
935,Cecilia Cobo,Bucaramanga,51.35,2.14,Bucaramanga,Bucaramanga,0.0,0
936,Chita Cases Roselló,Medellín,42.58,1.03,,NO EXISTE EN GRAFO,,0
937,Maura del Rosales,Cartagena,12.07,2.08,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
938,Sigfrido Zamora Gomis,Pereira,13.65,1.53,Pereira,Pereira,0.0,0
939,Ismael Checa Abril,Bucaramanga,15.54,1.14,Bucaramanga,Bucaramanga,0.0,0
940,Rosalía de Gallo,Cartagena,41.29,2.94,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
941,Herberto Marin Priego,Cartagena,11.52,0.32,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
942,Jose Luis Gual Hidalgo,Neiva,15.66,0.31,Ibague,Ibague -> Neiva,211.0,1
943,Zoraida Zabala Checa,Ibagué,54.38,0.48,,NO EXISTE EN GRAFO,,0
944,Cayetana Rios Martorell,Bogotá,60.0,0.17,,NO EXISTE EN GRAFO,,0
945,Apolonia Bayo Salvà,Barranquilla,55.15,2.82,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
946,Nico Trujillo Guillen,Bucaramanga,38.62,2.5,Bucaramanga,Bucaramanga,0.0,0
947,Adolfo Maestre Cañizares,Pereira,53.46,1.27,Pereira,Pereira,0.0,0
948,María Ángeles Baquero Galindo,Tunja,53.07,1.06,Bogota,Bogota -> Tunja,139.0,1
949,Anacleto Olivera García,Manizales,73.69,0.1,Ibague,Ibague -> Manizales,163.0,1
950,Flor Adriana Quero Barrena,Barranquilla,31.68,0.32,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
951,Jose Ramón Feliu Andreu,Armenia,39.35,0.23,Ibague,Ibague -> Armenia,5.4,1
952,Reyes Florentino Sarabia Lorenzo,Pereira,3.05,0.96,Pereira,Pereira,0.0,0
953,Olga Florinda Uriarte Fábregas,Bucaramanga,13.07,0.21,Bucaramanga,Bucaramanga,0.0,0
954,Bartolomé del Aguiló,Ibagué,3.08,2.53,,NO EXISTE EN GRAFO,,0
955,Plinio Monreal-Rey,Bucaramanga,35.32,1.98,Bucaramanga,Bucaramanga,0.0,0
956,Urbano Gisbert,Tunja,75.73,0.21,Bogota,Bogota -> Tunja,139.0,1
957,Esther Castell,Santa Marta,67.88,0.15,,NO EXISTE EN GRAFO,,0
958,Domitila Puig Tomé,Cali,69.24,1.1,Bogota,Bogota -> Cali,458.0,1
959,Lupe Pozo Arellano,Villavicencio,51.99,2.65,Bogota,Bogota -> Villavicencio,123.0,1
960,Marita Salas,Villavicencio,63.95,0.76,Bogota,Bogota -> Villavicencio,123.0,1
961,Dionisia Montoya,Armenia,46.14,1.85,Ibague,Ibague -> Armenia,5.4,1
962,Rosendo Venceslás Quintana Hervia,Pereira,48.95,1.65,Pereira,Pereira,0.0,0
963,Francisca Torrijos Montes,Villavicencio,3.46,0.12,Bogota,Bogota -> Villavicencio,123.0,1
964,Juan Gargallo Melero,Santa Marta,10.88,0.69,,NO EXISTE EN GRAFO,,0
965,Eustaquio Cortina Tello,Santa Marta,35.81,0.67,,NO EXISTE EN GRAFO,,0
966,Prudencia Plaza Prats,Armenia,8.39,1.45,Ibague,Ibague -> Armenia,5.4,1
967,Vera Frías Belda,Santa Marta,12.3,2.72,,NO EXISTE EN GRAFO,,0
968,Ani Zabala Agustín,Pereira,62.5,0.97,Pereira,Pereira,0.0,0
969,Pepito Abella,Cartagena,66.96,2.78,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
970,Cirino Rivera Castejón,Armenia,34.78,2.4,Ibague,Ibague -> Armenia,5.4,1
971,Felipe Viña Fonseca,Cartagena,57.47,1.85,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
972,Dolores Roma Salmerón,Cartagena,56.74,0.58,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
973,Bautista Lozano-Bernat,Pasto,64.19,1.52,Bogota,Bogota -> Cali -> Pasto,844.0,2
974,Águeda Tejero-Cruz,Neiva,27.0,2.66,Ibague,Ibague -> Neiva,211.0,1
975,Arsenio Pascual Rius,Barranquilla,28.81,1.92,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
976,Raimundo Camacho Soriano,Pereira,39.17,1.53,Pereira,Pereira,0.0,0
977,Bibiana Baquero Luz,Tunja,54.88,1.96,Bogota,Bogota -> Tunja,139.0,1
978,Poncio del Bermejo,Barranquilla,37.98,2.53,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
979,Evelia Esparza-Puerta,Bogotá,54.22,1.3,,NO EXISTE EN GRAFO,,0
980,Nando Parejo Fernandez,Villavicencio,4.74,0.14,Bogota,Bogota -> Villavicencio,123.0,1
981,Xiomara Cózar Escudero,Bogotá,31.51,1.98,,NO EXISTE EN GRAFO,,0
982,Charo Rico Moliner,Santa Marta,57.47,0.75,,NO EXISTE EN GRAFO,,0
983,Jose Ignacio Bernal Gascón,Cartagena,76.98,1.26,Bucaramanga,Bucaramanga -> Cartagena,623.0,1
984,Isaura Reyna Guardiola Villena,Medellín,72.08,0.15,,NO EXISTE EN GRAFO,,0
985,Lola Manola Plaza Bustos,Bogotá,49.73,1.77,,NO EXISTE EN GRAFO,,0
986,Agustina Conesa Gálvez,Ibagué,34.83,0.58,,NO EXISTE EN GRAFO,,0
987,Rafael de Ramón,Barranquilla,51.92,0.16,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
988,Dionisia del Barceló,Medellín,19.63,1.4,,NO EXISTE EN GRAFO,,0
989,Pepita Cózar Garay,Medellín,76.43,1.8,,NO EXISTE EN GRAFO,,0
990,Olga Maxi Miguel Sarmiento,Armenia,70.32,0.65,Ibague,Ibague -> Armenia,5.4,1
991,Sabas Carlos-Mora,Barranquilla,5.06,0.85,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
992,Leandra de Roma,Manizales,66.89,1.13,Ibague,Ibague -> Manizales,163.0,1
993,Sarita Pérez Rivera,Ibagué,44.99,1.56,,NO EXISTE EN GRAFO,,0
994,Juanito Galvez,Medellín,8.84,1.14,,NO EXISTE EN GRAFO,,0
995,Bernabé Salinas-Canet,Medellín,6.47,0.93,,NO EXISTE EN GRAFO,,0
996,Aníbal de Diez,Pasto,77.54,1.57,Bogota,Bogota -> Cali -> Pasto,844.0,2
997,Manolo Juliá Nogueira,Santa Marta,31.62,0.11,,NO EXISTE EN GRAFO,,0
998,Tiburcio Berenguer Viana,Cali,66.72,0.02,Bogota,Bogota -> Cali,458.0,1
999,Tiburcio Varela,Barranquilla,74.44,2.13,Pereira,Pereira -> Medellin -> Barranquilla,992.0,2
1000,Jose Antonio Villalonga-Calzada,Manizales,78.38,2.54,Ibague,Ibague -> Manizales,163.0,1
