ID_Paquete,Cliente,Ciudad_Destino,Ciudad_Válida,Latitud,Longitud,Peso_kg,Volumen_Paquete_m3,Dirección
586,Chucho Vergara Coll,Barranquilla,True,11.068914,-74.813324,68.82,1.33,"Calle 118 #1-76, Barranquilla, Atlántico, Colombia"
587,Teo de Manzanares,Tunja,True,5.452214,-73.293408,5.24,1.66,"Calle 56 #72-61, Tunja, Boyacá, Colombia"
588,Modesto Cornelio Lledó Quirós,Manizales,True,5.004849,-75.501237,56.97,1.19,"Calle 2 #39-94, Manizales, Caldas, Colombia"
589,Andrés Felipe Roig,Ibagué,True,4.464729,-75.280816,2.1,1.84,"Calle 73 #81-55, Ibagué, Tolima, Colombia"
590,Florentino Carpio Zamorano,Bogotá,True,4.690934,-74.102278,28.63,0.63,"Calle 52 #72-12, Bogotá, Cundinamarca, Colombia"
591,Marco Zabaleta Cortés,Cali,True,3.438941,-76.509163,28.92,1.06,"Calle 52 #86-53, Cali, Valle del Cauca, Colombia"
592,Rosario Cerdán Manrique,Manizales,True,5.075608,-75.526956,76.16,2.49,"Calle 40 #51-47, Manizales, Caldas, Colombia"
593,Armando Palacio Torrens,Tunja,True,5.431678,-73.329063,60.83,0.8,"Calle 96 #21-13, Tunja, Boyacá, Colombia"
594,Aarón Gastón Feijoo Iborra,Cali,True,3.47269,-76.555514,37.96,0.62,"Calle 14 #15-53, Cali, Valle del Cauca, Colombia"
595,Salomón Vazquez Bayona,Neiva,True,2.944863,-75.26467,26.92,1.38,"Calle 82 #6-39, Neiva, Huila, Colombia"
596,Trini Figuerola Prada,Manizales,True,5.148636,-75.489567,58.7,0.3,"Calle 50 #32-95, Manizales, Caldas, Colombia"
597,Natividad Carbonell,Neiva,True,2.838118,-75.29422,67.74,2.76,"Calle 67 #92-95, Neiva, Huila, Colombia"
598,Encarnita Vaquero Sandoval,Pasto,True,1.160468,-77.296216,52.0,2.97,"Calle 110 #93-17, Pasto, Nariño, Colombia"
599,Iris de Ramis,Armenia,True,4.626954,-75.791571,45.7,1.07,"Calle 100 #57-49, Armenia, Quindío, Colombia"
600,Jafet Pedrero,Medellín,True,6.346561,-75.55609,22.11,1.85,"Calle 99 #71-84, Medellín, Antioquia, Colombia"
601,Juan Antonio Castellanos Arias,Villavicencio,True,4.127234,-73.668611,31.91,0.24,"Calle 64 #93-42, Villavicencio, Meta, Colombia"
602,Demetrio Salom Herrero,Pereira,True,4.827493,-75.654041,45.78,1.4,"Calle 91 #41-44, Pereira, Risaralda, Colombia"
603,Félix Ocaña,Cartagena,True,10.477047,-75.445584,72.02,1.36,"Calle 5 #62-19, Cartagena, Bolívar, Colombia"
604,Luz Suarez Ballesteros,Barranquilla,True,11.09278,-74.882083,46.82,2.06,"Calle 8 #60-95, Barranquilla, Atlántico, Colombia"
605,Eulalia Diaz,Pereira,True,4.735884,-75.603924,46.3,0.55,"Calle 74 #70-20, Pereira, Risaralda, Colombia"
606,Gerardo del Blanca,Villavicencio,True,4.053665,-73.603666,14.96,2.48,"Calle 7 #11-4, Villavicencio, Meta, Colombia"
607,Manu Borja Luján,Pasto,True,1.207155,-77.257591,2.26,2.0,"Calle 46 #20-20, Pasto, Nariño, Colombia"
608,Paz Herranz Roura,Barranquilla,True,10.973369,-74.806541,59.28,0.33,"Calle 62 #85-8, Barranquilla, Atlántico, Colombia"
609,Ramona Tirado Costa,Neiva,True,2.975036,-75.145587,13.47,2.34,"Calle 57 #63-69, Neiva, Huila, Colombia"
610,Yago Daza-Rozas,Pasto,True,1.252532,-77.148484,42.57,1.58,"Calle 39 #52-33, Pasto, Nariño, Colombia"
611,Amarilis Nogueira Agullo,Ibagué,True,4.30594,-75.132614,13.31,2.46,"Calle 63 #26-4, Ibagué, Tolima, Colombia"
612,Hernando Rivero Molina,Cartagena,True,10.330518,-75.492391,69.31,0.07,"Calle 86 #53-94, Cartagena, Bolívar, Colombia"
613,Primitivo Piña Gordillo,Neiva,True,2.933206,-75.173428,33.85,0.03,"Calle 4 #76-95, Neiva, Huila, Colombia"
614,Florina Nadal,Villavicencio,True,4.246236,-73.723185,31.88,0.67,"Calle 81 #76-6, Villavicencio, Meta, Colombia"
615,Flavia Naranjo Bolaños,Barranquilla,True,11.089557,-74.799519,3.46,0.3,"Calle 74 #40-37, Barranquilla, Atlántico, Colombia"
616,Antonia Portero Abascal,Bucaramanga,True,7.015354,-73.163326,3.57,0.98,"Calle 4 #39-89, Bucaramanga, Santander, Colombia"
617,Benjamín Prat-Pujadas,Cartagena,True,10.381875,-75.459153,75.6,0.43,"Calle 31 #96-31, Cartagena, Bolívar, Colombia"
618,Febe del Castelló,Medellín,True,6.386097,-75.676231,27.84,2.75,"Calle 99 #84-1, Medellín, Antioquia, Colombia"
619,Maximiliano Varela Rivas,Cali,True,3.417891,-76.415619,33.76,2.48,"Calle 35 #92-84, Cali, Valle del Cauca, Colombia"
620,Bartolomé Berenguer-Salmerón,Cali,True,3.306927,-76.53444,26.35,2.89,"Calle 82 #67-1, Cali, Valle del Cauca, Colombia"
621,Luisina Olmo Carlos,Bogotá,True,4.59547,-74.0022,3.1,1.87,"Calle 80 #34-27, Bogotá, Cundinamarca, Colombia"
622,José Antonio Cases Céspedes,Villavicencio,True,4.257322,-73.611049,65.29,0.02,"Calle 95 #89-67, Villavicencio, Meta, Colombia"
623,Primitiva del Reig,Pasto,True,1.100146,-77.170855,59.68,0.01,"Calle 46 #97-73, Pasto, Nariño, Colombia"
624,Leandra Trillo Caballero,Armenia,True,4.638654,-75.682799,67.29,1.2,"Calle 11 #93-35, Armenia, Quindío, Colombia"
625,Aurora Calderon,Medellín,True,6.315385,-75.658978,3.94,2.87,"Calle 95 #20-88, Medellín, Antioquia, Colombia"
626,Rita Madrid Prats,Santa Marta,True,11.111032,-74.23203,24.08,1.13,"Calle 8 #78-77, Santa Marta, Magdalena, Colombia"
627,Julián Núñez Zabaleta,Tunja,True,5.550316,-73.450384,47.8,2.78,"Calle 72 #58-77, Tunja, Boyacá, Colombia"
628,Renata Cobo Ripoll,Armenia,True,4.693418,-75.788977,11.15,2.69,"Calle 63 #16-75, Armenia, Quindío, Colombia"
629,Bonifacio Núñez Antúnez,Cartagena,True,10.351341,-75.526343,22.41,0.22,"Calle 69 #77-71, Cartagena, Bolívar, Colombia"
630,Juliana Lucas,Bucaramanga,True,7.072451,-73.192521,5.13,0.88,"Calle 101 #7-60, Bucaramanga, Santander, Colombia"
631,África Camps Yuste,Tunja,True,5.448548,-73.283096,27.22,2.11,"Calle 44 #78-3, Tunja, Boyacá, Colombia"
632,Soledad Ledesma Tomás,Santa Marta,True,11.116925,-74.03062,5.19,1.34,"Calle 82 #26-77, Santa Marta, Magdalena, Colombia"
633,Marcela Real Sabater,Armenia,True,4.496824,-75.7895,60.61,2.48,"Calle 77 #63-6, Armenia, Quindío, Colombia"
634,Claudia del Abascal,Medellín,True,6.233746,-75.567287,18.66,2.87,"Calle 116 #36-6, Medellín, Antioquia, Colombia"
635,Marco Goñi Girón,Pasto,True,1.150452,-77.305518,17.7,1.19,"Calle 4 #20-53, Pasto, Nariño, Colombia"
636,Paulina Dávila Torres,Ibagué,True,4.411063,-75.109138,26.71,0.6,"Calle 34 #20-13, Ibagué, Tolima, Colombia"
637,Alex Jesús Arnau Roman,Bogotá,True,4.769008,-74.115407,17.01,2.55,"Calle 76 #97-9, Bogotá, Cundinamarca, Colombia"
638,Marino del Pardo,Ibagué,True,4.373173,-75.279479,48.08,1.69,"Calle 50 #84-96, Ibagué, Tolima, Colombia"
639,Carmela Coloma Palacio,Santa Marta,True,11.219232,-74.232201,36.0,3.0,"Calle 101 #99-5, Santa Marta, Magdalena, Colombia"
640,Diana del Bermejo,Santa Marta,True,11.290576,-74.10842,26.37,0.42,"Calle 71 #74-87, Santa Marta, Magdalena, Colombia"
641,Nazaret Morante-Bermúdez,Bucaramanga,True,7.092816,-73.095055,42.33,2.16,"Calle 32 #93-80, Bucaramanga, Santander, Colombia"
642,Ainoa Valcárcel Ruiz,Villavicencio,True,4.2192,-73.579904,36.63,2.58,"Calle 98 #38-11, Villavicencio, Meta, Colombia"
643,Josefina Alvarado,Cartagena,True,10.339021,-75.484407,45.13,1.09,"Calle 44 #53-51, Cartagena, Bolívar, Colombia"
644,Macario Yuste Cantero,Armenia,True,4.61257,-75.603997,58.1,2.9,"Calle 26 #96-60, Armenia, Quindío, Colombia"
645,Jennifer Gómez Álvarez,Ibagué,True,4.329836,-75.294931,5.75,1.51,"Calle 14 #9-76, Ibagué, Tolima, Colombia"
646,Alexandra Torralba Lledó,Villavicencio,True,4.080899,-73.726719,31.01,0.33,"Calle 118 #93-15, Villavicencio, Meta, Colombia"
647,Eva Pont-Mariño,Armenia,True,4.585344,-75.555673,58.93,1.63,"Calle 87 #62-30, Armenia, Quindío, Colombia"
648,Alberto García Agustín,Santa Marta,True,11.184106,-74.175095,50.76,0.67,"Calle 15 #78-27, Santa Marta, Magdalena, Colombia"
649,Melisa Borrás Suárez,Armenia,True,4.611031,-75.792391,37.92,0.82,"Calle 102 #11-12, Armenia, Quindío, Colombia"
650,Antonia Asenjo Ojeda,Cali,True,3.45043,-76.589884,43.55,0.61,"Calle 4 #21-89, Cali, Valle del Cauca, Colombia"
651,Quirino Téllez-Rosell,Medellín,True,6.27696,-75.663516,69.48,0.7,"Calle 73 #94-54, Medellín, Antioquia, Colombia"
652,Lázaro Acuña Carpio,Cartagena,True,10.475742,-75.520009,44.92,1.56,"Calle 17 #94-49, Cartagena, Bolívar, Colombia"
653,Melisa Alexandra Salcedo Alberola,Cali,True,3.454467,-76.453348,30.98,2.26,"Calle 27 #73-56, Cali, Valle del Cauca, Colombia"
654,Eli Gutiérrez Caro,Pereira,True,4.868359,-75.771445,78.98,1.11,"Calle 12 #85-14, Pereira, Risaralda, Colombia"
655,Nazaret Rodríguez Ribera,Bogotá,True,4.574657,-74.183215,73.12,1.19,"Calle 62 #65-25, Bogotá, Cundinamarca, Colombia"
656,Marcela Palomares Ferrán,Pereira,True,4.757012,-75.730417,60.54,0.71,"Calle 19 #7-78, Pereira, Risaralda, Colombia"
657,Lisandro Solís,Cartagena,True,10.386149,-75.445994,71.4,2.79,"Calle 29 #86-75, Cartagena, Bolívar, Colombia"
658,Úrsula Bonet Mínguez,Armenia,True,4.690396,-75.566924,10.17,0.84,"Calle 34 #41-9, Armenia, Quindío, Colombia"
659,Alejandro Angelino Miralles Carrión,Bucaramanga,True,7.086827,-73.161206,58.0,2.0,"Calle 87 #54-50, Bucaramanga, Santander, Colombia"
660,Esther del Velázquez,Medellín,True,6.105919,-75.515472,54.07,1.73,"Calle 120 #4-17, Medellín, Antioquia, Colombia"
661,Esmeralda Baquero Lucas,Neiva,True,2.932203,-75.378415,22.94,1.29,"Calle 85 #63-27, Neiva, Huila, Colombia"
662,Danilo Ribera Andrade,Bucaramanga,True,7.139481,-73.188484,71.52,2.36,"Calle 39 #90-39, Bucaramanga, Santander, Colombia"
663,Odalys de Azorin,Tunja,True,5.435405,-73.44766,19.48,1.81,"Calle 67 #65-47, Tunja, Boyacá, Colombia"
664,Baltasar Romero Martin,Pasto,True,1.288146,-77.134706,8.39,0.25,"Calle 35 #19-74, Pasto, Nariño, Colombia"
665,Rosario Sanabria Coronado,Villavicencio,True,4.198111,-73.708921,31.91,0.35,"Calle 96 #21-68, Villavicencio, Meta, Colombia"
666,Berta Valenzuela Aragón,Armenia,True,4.626747,-75.598875,17.16,0.89,"Calle 46 #64-93, Armenia, Quindío, Colombia"
667,Reyes Hernández Robles,Neiva,True,2.972569,-75.341319,72.38,0.49,"Calle 51 #2-5, Neiva, Huila, Colombia"
668,Jose Ramón de Jiménez,Cartagena,True,10.394821,-75.507591,14.67,0.59,"Calle 95 #64-8, Cartagena, Bolívar, Colombia"
669,Catalina Salvà Infante,Bucaramanga,True,7.191477,-73.086137,1.15,2.47,"Calle 23 #6-75, Bucaramanga, Santander, Colombia"
670,Ariel Sans,Santa Marta,True,11.279476,-74.159433,46.06,0.53,"Calle 92 #17-38, Santa Marta, Magdalena, Colombia"
671,Epifanio Pizarro Vega,Bogotá,True,4.658563,-74.12462,24.2,1.61,"Calle 103 #67-21, Bogotá, Cundinamarca, Colombia"
672,José María Tormo Baena,Bogotá,True,4.694465,-74.131749,47.48,2.39,"Calle 119 #50-69, Bogotá, Cundinamarca, Colombia"
673,Segismundo Alvarez Santamaría,Barranquilla,True,10.921919,-74.700212,56.88,0.18,"Calle 46 #31-67, Barranquilla, Atlántico, Colombia"
674,Emilia Jara Llorens,Cartagena,True,10.30578,-75.517423,15.12,2.74,"Calle 64 #65-17, Cartagena, Bolívar, Colombia"
675,Rolando Escrivá Mora,Cali,True,3.382202,-76.430631,68.32,1.36,"Calle 99 #97-75, Cali, Valle del Cauca, Colombia"
676,Nereida de Salvà,Villavicencio,True,4.065173,-73.741157,76.55,1.8,"Calle 98 #23-26, Villavicencio, Meta, Colombia"
677,Marisela María Jesús Guerrero Ibarra,Medellín,True,6.399247,-75.6475,15.62,1.61,"Calle 58 #49-23, Medellín, Antioquia, Colombia"
678,Cleto Correa,Villavicencio,True,4.074548,-73.579953,31.75,0.56,"Calle 104 #47-87, Villavicencio, Meta, Colombia"
679,Edmundo Salazar Barranco,Barranquilla,True,11.065887,-74.870223,69.19,1.39,"Calle 97 #68-62, Barranquilla, Atlántico, Colombia"
680,Adriana Aguirre Portillo,Neiva,True,2.89629,-75.311563,38.91,0.85,"Calle 117 #65-1, Neiva, Huila, Colombia"
681,Marcia del Bermúdez,Manizales,True,5.12584,-75.402594,21.92,0.88,"Calle 50 #89-77, Manizales, Caldas, Colombia"
682,Manuel Moll-Pina,Bucaramanga,True,7.099728,-73.094901,75.6,0.08,"Calle 23 #76-52, Bucaramanga, Santander, Colombia"
683,Vicenta Coello Bermudez,Bucaramanga,True,7.002608,-73.188223,74.99,0.33,"Calle 2 #31-50, Bucaramanga, Santander, Colombia"
684,Vanesa Pallarès Polo,Villavicencio,True,4.168939,-73.596752,62.91,1.29,"Calle 45 #19-15, Villavicencio, Meta, Colombia"
685,Fabián Rosa,Tunja,True,5.553207,-73.44866,39.18,0.75,"Calle 41 #40-57, Tunja, Boyacá, Colombia"
686,Teresita Durán Cortes,Manizales,True,5.171731,-75.507362,1.39,1.78,"Calle 94 #3-56, Manizales, Caldas, Colombia"
687,Pía Carrillo Bernad,Pereira,True,4.714641,-75.757377,2.92,0.12,"Calle 7 #75-42, Pereira, Risaralda, Colombia"
688,Sara Donaire Peralta,Bucaramanga,True,7.197887,-73.016664,11.63,0.17,"Calle 64 #52-20, Bucaramanga, Santander, Colombia"
689,Sofía Clavero Pellicer,Villavicencio,True,4.136136,-73.544262,38.04,1.79,"Calle 25 #76-72, Villavicencio, Meta, Colombia"
690,Aránzazu Marco-Peláez,Neiva,True,2.988738,-75.228425,44.23,0.36,"Calle 93 #51-64, Neiva, Huila, Colombia"
691,Juan Osuna Vazquez,Cali,True,3.44377,-76.532715,37.71,1.12,"Calle 46 #8-89, Cali, Valle del Cauca, Colombia"
692,Flavia Abella,Tunja,True,5.433477,-73.321194,41.32,2.21,"Calle 117 #49-88, Tunja, Boyacá, Colombia"
693,Berto Busquets Salom,Pasto,True,1.277426,-77.208989,17.76,1.96,"Calle 95 #34-79, Pasto, Nariño, Colombia"
694,Juan Francisco Landa Tamarit,Villavicencio,True,4.119521,-73.534591,7.02,2.77,"Calle 13 #88-44, Villavicencio, Meta, Colombia"
695,Isaura Macías Cañete,Bogotá,True,4.530635,-74.064439,6.66,1.77,"Calle 72 #3-5, Bogotá, Cundinamarca, Colombia"
696,José Ángel Juan Luis Domínguez Checa,Medellín,True,6.310134,-75.590696,13.68,2.58,"Calle 31 #61-27, Medellín, Antioquia, Colombia"
697,Ainoa Castelló Rivera,Villavicencio,True,4.112877,-73.561171,64.58,2.74,"Calle 17 #70-32, Villavicencio, Meta, Colombia"
698,Ignacia Sobrino Larrañaga,Bogotá,True,4.790242,-74.059881,27.45,0.75,"Calle 82 #25-6, Bogotá, Cundinamarca, Colombia"
699,Vito Poza Rodríguez,Pereira,True,4.845843,-75.751156,34.98,0.12,"Calle 54 #40-99, Pereira, Risaralda, Colombia"
700,Dafne Carlos Olivares,Cartagena,True,10.47744,-75.401196,2.97,0.17,"Calle 39 #95-82, Cartagena, Bolívar, Colombia"
701,Aristides de Samper,Cali,True,3.466161,-76.580452,43.4,1.28,"Calle 2 #93-51, Cali, Valle del Cauca, Colombia"
702,Édgar Fabio Téllez Barrena,Neiva,True,2.936244,-75.33955,21.83,0.53,"Calle 72 #89-94, Neiva, Huila, Colombia"
703,Julio César Hervia-Gutierrez,Santa Marta,True,11.118651,-74.119991,31.37,0.47,"Calle 89 #20-84, Santa Marta, Magdalena, Colombia"
704,Jacinta de Noriega,Neiva,True,2.902605,-75.364474,58.57,2.89,"Calle 108 #65-91, Neiva, Huila, Colombia"
705,Basilio Sandoval Larrañaga,Armenia,True,4.428668,-75.630213,4.99,2.85,"Calle 100 #3-79, Armenia, Quindío, Colombia"
706,Flor Llorens Ayuso,Armenia,True,4.461875,-75.664045,51.64,0.51,"Calle 70 #59-12, Armenia, Quindío, Colombia"
707,Encarnita Frías Lluch,Barranquilla,True,11.076522,-74.854449,78.99,2.74,"Calle 119 #35-65, Barranquilla, Atlántico, Colombia"
708,Anacleto Teobaldo Nicolau Cervantes,Tunja,True,5.47141,-73.21154,68.56,2.43,"Calle 65 #73-93, Tunja, Boyacá, Colombia"
709,Marianela Lobo Roselló,Ibagué,True,4.369797,-75.253266,78.77,0.8,"Calle 64 #16-89, Ibagué, Tolima, Colombia"
710,Luisa Marisela Abascal Castellanos,Ibagué,True,4.33432,-75.204212,71.93,1.0,"Calle 53 #17-92, Ibagué, Tolima, Colombia"
711,Desiderio Bautista Figuerola,Neiva,True,2.937726,-75.141123,74.01,0.58,"Calle 55 #1-56, Neiva, Huila, Colombia"
712,Albano Nebot Ferrer,Pereira,True,4.779129,-75.623499,71.79,1.58,"Calle 46 #90-47, Pereira, Risaralda, Colombia"
713,Horacio del Crespo,Cali,True,3.463397,-76.464644,77.27,2.34,"Calle 9 #52-48, Cali, Valle del Cauca, Colombia"
714,Gerardo Paulino Acero Mármol,Bogotá,True,4.526533,-74.057895,20.93,2.66,"Calle 118 #3-28, Bogotá, Cundinamarca, Colombia"
715,Petrona Oriana Agustín Llamas,Bucaramanga,True,7.18434,-73.100798,26.14,2.46,"Calle 70 #67-53, Bucaramanga, Santander, Colombia"
716,Cosme Lluch Trillo,Pereira,True,4.756691,-75.622334,66.13,0.56,"Calle 91 #8-25, Pereira, Risaralda, Colombia"
717,Marcelo Trillo Benavides,Pereira,True,4.745335,-75.759776,39.78,2.14,"Calle 105 #86-72, Pereira, Risaralda, Colombia"
718,Oriana Eli Amador Castell,Pasto,True,1.141078,-77.335934,31.47,2.24,"Calle 56 #89-19, Pasto, Nariño, Colombia"
719,Adoración Olimpia Agustín Dominguez,Cali,True,3.354358,-76.420227,20.24,2.81,"Calle 27 #85-69, Cali, Valle del Cauca, Colombia"
720,Narcisa de Sala,Cali,True,3.400549,-76.421809,38.77,1.95,"Calle 55 #87-90, Cali, Valle del Cauca, Colombia"
721,Gerardo Lamas,Bucaramanga,True,7.100912,-73.076378,37.97,2.4,"Calle 62 #27-71, Bucaramanga, Santander, Colombia"
722,Hermenegildo Coello Alcázar,Santa Marta,True,11.2654,-74.292209,21.92,0.03,"Calle 40 #82-13, Santa Marta, Magdalena, Colombia"
723,Ileana Martin Corral,Manizales,True,5.127311,-75.470171,0.84,2.21,"Calle 24 #21-40, Manizales, Caldas, Colombia"
724,Dora Daza Jódar,Santa Marta,True,11.260017,-74.238972,6.46,0.53,"Calle 54 #26-1, Santa Marta, Magdalena, Colombia"
725,Mayte Charo Rodríguez Burgos,Neiva,True,2.856924,-75.399098,69.3,2.06,"Calle 23 #61-15, Neiva, Huila, Colombia"
726,Sancho Barrios Ayllón,Neiva,True,2.92444,-75.100385,77.83,2.86,"Calle 53 #74-47, Neiva, Huila, Colombia"
727,Íñigo Quintero Cardona,Pasto,True,1.289147,-77.238088,57.61,0.85,"Calle 46 #64-55, Pasto, Nariño, Colombia"
728,Simón Farré-Gual,Barranquilla,True,11.069762,-74.870638,57.88,0.72,"Calle 65 #40-35, Barranquilla, Atlántico, Colombia"
729,Hugo Vélez,Manizales,True,5.026676,-75.41288,50.23,0.05,"Calle 19 #15-58, Manizales, Caldas, Colombia"
730,Purificación Cámara Suárez,Bogotá,True,4.628946,-74.048793,19.76,1.45,"Calle 35 #3-87, Bogotá, Cundinamarca, Colombia"
731,Leandra Barceló,Pereira,True,4.724355,-75.748216,23.93,1.57,"Calle 106 #79-18, Pereira, Risaralda, Colombia"
732,Abilio Lorenzo Ferrández,Neiva,True,2.855234,-75.319908,40.11,2.52,"Calle 76 #44-79, Neiva, Huila, Colombia"
733,Vito Bru Lozano,Bogotá,True,4.794442,-74.112746,48.6,2.57,"Calle 106 #12-45, Bogotá, Cundinamarca, Colombia"
734,Berto Bautista-Marcos,Manizales,True,5.187812,-75.466246,27.24,1.77,"Calle 87 #85-28, Manizales, Caldas, Colombia"
735,Felisa Valls Naranjo,Pereira,True,4.717757,-75.78045,54.8,1.4,"Calle 64 #27-53, Pereira, Risaralda, Colombia"
736,Ágata Tejedor Arcos,Barranquilla,True,11.081869,-74.755305,45.65,1.31,"Calle 29 #98-72, Barranquilla, Atlántico, Colombia"
737,Cosme Vallés Suarez,Santa Marta,True,11.174546,-74.050043,68.73,0.81,"Calle 39 #23-78, Santa Marta, Magdalena, Colombia"
738,Venceslás Coronado Alberdi,Manizales,True,5.135763,-75.596782,11.84,0.7,"Calle 37 #83-27, Manizales, Caldas, Colombia"
739,Natalio Amaya Pont,Manizales,True,5.019634,-75.543694,58.39,1.73,"Calle 102 #34-34, Manizales, Caldas, Colombia"
740,Iris Vargas Pi,Tunja,True,5.476924,-73.290221,79.92,0.9,"Calle 108 #67-20, Tunja, Boyacá, Colombia"
741,Casemiro Gabaldón Barón,Santa Marta,True,11.237126,-74.071361,4.9,2.51,"Calle 20 #32-20, Santa Marta, Magdalena, Colombia"
742,Julio Murcia Bejarano,Cali,True,3.310716,-76.582632,47.65,1.84,"Calle 36 #62-86, Cali, Valle del Cauca, Colombia"
743,Berto Natanael Alsina Cáceres,Santa Marta,True,11.102396,-74.216482,48.97,1.46,"Calle 43 #37-48, Santa Marta, Magdalena, Colombia"
744,Georgina Rosselló Revilla,Medellín,True,6.206065,-75.58793,31.21,0.7,"Calle 43 #22-98, Medellín, Antioquia, Colombia"
745,Patricio Cerdán Oliver,Cartagena,True,10.406399,-75.440024,35.66,1.61,"Calle 98 #26-72, Cartagena, Bolívar, Colombia"
746,Humberto Crespi Sarmiento,Cali,True,3.368633,-76.470006,37.4,1.58,"Calle 57 #32-11, Cali, Valle del Cauca, Colombia"
747,Yésica Amo Egea,Tunja,True,5.42878,-73.340498,21.09,1.2,"Calle 91 #46-75, Tunja, Boyacá, Colombia"
748,Sarita Miró,Pasto,True,1.191101,-77.169915,27.3,1.28,"Calle 16 #93-92, Pasto, Nariño, Colombia"
749,Milagros Valverde Adadia,Armenia,True,4.678367,-75.644524,20.66,0.26,"Calle 51 #81-37, Armenia, Quindío, Colombia"
750,Marta Ledesma Saura,Ibagué,True,4.44156,-75.298698,46.97,2.7,"Calle 110 #77-22, Ibagué, Tolima, Colombia"
751,Eduardo Roda Mascaró,Ibagué,True,4.489629,-75.137431,67.96,2.25,"Calle 26 #84-27, Ibagué, Tolima, Colombia"
752,Felipa Castejón Teruel,Pereira,True,4.887773,-75.637877,39.13,1.86,"Calle 103 #27-78, Pereira, Risaralda, Colombia"
753,Eugenia Rosales Morales,Cali,True,3.344149,-76.554014,11.55,1.07,"Calle 75 #69-3, Cali, Valle del Cauca, Colombia"
754,Carlito Leal Mariscal,Santa Marta,True,11.297891,-74.003736,66.75,2.43,"Calle 103 #20-10, Santa Marta, Magdalena, Colombia"
755,Bonifacio Coronado Roma,Manizales,True,5.109173,-75.418271,14.22,0.04,"Calle 54 #20-92, Manizales, Caldas, Colombia"
756,Jordán Bravo,Medellín,True,6.285891,-75.531508,77.64,0.59,"Calle 5 #22-6, Medellín, Antioquia, Colombia"
757,Herminia Olivera Batalla,Neiva,True,2.923752,-75.128043,78.31,1.49,"Calle 58 #96-28, Neiva, Huila, Colombia"
758,Benjamín Javier Diéguez Llorente,Pasto,True,1.238838,-77.21454,32.84,0.24,"Calle 118 #17-46, Pasto, Nariño, Colombia"
759,Dan Arnau Pou,Bucaramanga,True,7.029157,-73.117403,47.71,0.17,"Calle 35 #59-32, Bucaramanga, Santander, Colombia"
760,Beatriz Eligia Fajardo Prieto,Pasto,True,1.248032,-77.234792,15.99,1.24,"Calle 24 #57-9, Pasto, Nariño, Colombia"
761,Curro Mas Tejedor,Cali,True,3.48121,-76.599492,40.77,2.49,"Calle 10 #88-80, Cali, Valle del Cauca, Colombia"
762,Anastasia Soto Salazar,Manizales,True,5.0251,-75.505305,33.57,0.61,"Calle 85 #10-29, Manizales, Caldas, Colombia"
763,Carmina del Salamanca,Santa Marta,True,11.103967,-74.195531,56.77,1.2,"Calle 95 #39-79, Santa Marta, Magdalena, Colombia"
764,Bernardita Villa-Sanmartín,Ibagué,True,4.321749,-75.195042,57.19,1.18,"Calle 45 #1-38, Ibagué, Tolima, Colombia"
765,Pascual Nadal Amador,Neiva,True,2.9621,-75.222806,18.84,0.92,"Calle 100 #90-86, Neiva, Huila, Colombia"
766,Plinio Casal Fernandez,Bucaramanga,True,7.028318,-73.037694,66.63,2.71,"Calle 116 #35-24, Bucaramanga, Santander, Colombia"
767,Genoveva Conesa,Armenia,True,4.647809,-75.673357,77.55,1.67,"Calle 67 #97-41, Armenia, Quindío, Colombia"
768,Hipólito de Belda,Bucaramanga,True,7.148422,-73.064458,21.33,1.74,"Calle 92 #20-16, Bucaramanga, Santander, Colombia"
769,Francisco Torrens-Estévez,Medellín,True,6.161454,-75.685299,9.67,1.36,"Calle 10 #17-99, Medellín, Antioquia, Colombia"
770,Gil Paniagua Zamorano,Armenia,True,4.536746,-75.597078,30.77,2.96,"Calle 2 #78-4, Armenia, Quindío, Colombia"
771,Celestino Cortina Jurado,Manizales,True,5.158612,-75.441547,55.26,1.49,"Calle 106 #10-58, Manizales, Caldas, Colombia"
772,Chema del Serrano,Cali,True,3.370828,-76.577265,37.6,1.09,"Calle 43 #83-96, Cali, Valle del Cauca, Colombia"
773,Cipriano Dueñas Codina,Pereira,True,4.881589,-75.670834,77.45,2.69,"Calle 115 #79-47, Pereira, Risaralda, Colombia"
774,Epifanio Plana Cantón,Pereira,True,4.850793,-75.628253,47.33,0.85,"Calle 38 #47-35, Pereira, Risaralda, Colombia"
775,Espiridión Giralt Trujillo,Manizales,True,5.11945,-75.5839,4.9,2.57,"Calle 66 #80-78, Manizales, Caldas, Colombia"
776,Brunilda Rosenda Arellano Diego,Pereira,True,4.791631,-75.638641,35.84,2.09,"Calle 45 #50-24, Pereira, Risaralda, Colombia"
777,María Ángeles Morales Bertrán,Tunja,True,5.463286,-73.323502,28.0,0.93,"Calle 67 #71-44, Tunja, Boyacá, Colombia"
778,Antonio Martinez Lobo,Pereira,True,4.706176,-75.797392,31.13,2.75,"Calle 11 #5-72, Pereira, Risaralda, Colombia"
779,Wilfredo del Rodríguez,Medellín,True,6.342283,-75.663971,4.71,2.7,"Calle 15 #30-25, Medellín, Antioquia, Colombia"
780,Delia Aliaga Sanchez,Tunja,True,5.589251,-73.348075,21.48,1.7,"Calle 21 #52-98, Tunja, Boyacá, Colombia"
781,Leire del Romero,Santa Marta,True,11.277014,-74.118859,12.88,0.99,"Calle 89 #8-59, Santa Marta, Magdalena, Colombia"
